Agency,Platform,Url,Date Sampled,Likes/Followers/Visits/Downloads
NYC & Co,Facebook,http://www.facebook.com/nycgo,2011-09-22T00:00:00,22175
FDNY,Facebook,http://www.facebook.com/FDNYhome,2011-09-22T00:00:00,60130
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,2011-09-22T00:00:00,
Commission on Human Rights,Facebook,http://www.facebook.com/NYCCommissionOnHumanRights,2011-09-22T00:00:00,
DOB,Facebook,http://www.facebook.com/NYCBuildings,2011-09-22T00:00:00,
DSNY,Facebook,http://www.facebook.com/pages/NYC-Recycle-More-Waste-Less/152173854860863,2011-09-22T00:00:00,
HDP,Facebook,http://www.facebook.com/pages/NYC-HPD-POE/128962093860639,2011-09-22T00:00:00,
HPD/Commission on Human Rights,Facebook,http://www.facebook.com/FairHousingNyc,2011-09-22T00:00:00,
LPC,Facebook,http://www.facebook.com/pages/NYC-Landmarks-Preservation-Commission/133261836703216,2011-09-22T00:00:00,
Materials for the Arts,Facebook,https://www.facebook.com/mftanyc,2011-09-22T00:00:00,
MOAE,Facebook,http://www.facebook.com/pages/You-Can-Too/203525729692056,2011-09-22T00:00:00,
MOIA,Facebook,http://www.facebook.com/pages/WE-ARE-NEW-YORK/174438697072,2011-09-22T00:00:00,
MOME,Facebook,http://www.facebook.com/NYCMINY,2011-09-22T00:00:00,
NYC Gov,Facebook,http://www.facebook.com/nycgov,2011-09-22T00:00:00,
NYCCFB,Facebook,http://www.facebook.com/nycvotes,2011-09-22T00:00:00,
NYPD,Facebook,https://www.facebook.com/NYPD,2011-09-22T00:00:00,
DRIS,Facebook,http://www.facebook.com/NycDeptOfRecords,2011-09-22T00:00:00,
DRIS,Facebook,http://www.facebook.com/MayorEdKochNYCRecords,2011-09-22T00:00:00,
DRIS,Facebook,http://www.facebook.com/MayorJohnLindsayNYCRecords,2011-09-22T00:00:00,
DRIS,Facebook,http://www.facebook.com/MayorFiorelloLaGuardiaNYCRecords,2011-09-22T00:00:00,
LMEC,Flickr,http://www.facebook.com/pages/New-York-NY/Latin-Media-and-Entertainment-Week/122259604487271,2011-09-22T00:00:00,180
DEP,Flickr,http://www.flickr.com/photos/nycep,2011-09-22T00:00:00,
DOB,Flickr,http://www.flickr.com/photos/nyc_buildings/,2011-09-22T00:00:00,
DOE,Flickr,http://www.flickr.com/photos/nycschools,2011-09-22T00:00:00,
DOITT,Flickr,http://www.flickr.com/photos/nyc_doitt,2011-09-22T00:00:00,
DOT,Flickr,http://www.flickr.com/photos/nycstreets,2011-09-22T00:00:00,
DPR,Flickr,http://www.flickr.com/photos/nycparks/,2011-09-22T00:00:00,
DSNY,Flickr,http://flickr.com/nycrecyclemore,2011-09-22T00:00:00,
EDC,Flickr,http://www.flickr.com/nycedc,2011-09-22T00:00:00,
FDNY,Flickr,http://www.flickr.com/groups/fdny-ems,2011-09-22T00:00:00,
HHC,Flickr,http://www.flickr.com/hhcnyc,2011-09-22T00:00:00,
LMEC,Flickr,http://www.flickr.com/photos/nyclatinmedia/,2011-09-22T00:00:00,
LPC,Flickr,http://www.flickr.com/photos/nyclandmarks,2011-09-22T00:00:00,
Materials for the Arts,Flickr,http://www.flickr.com/photos/materialsforthearts,2011-09-22T00:00:00,
Mayor's Office,Flickr,http://www.flickr.com/photos/nycmayorsoffice/,2011-09-22T00:00:00,
NYC Digital,Flickr,http://www.flickr.com/photos/nycdigital/,2011-09-22T00:00:00,
NYCHA,Flickr,http://www.flickr.com/photos/nychapics,2011-09-22T00:00:00,
PlaNYC,Flickr,http://www.flickr.com/photos/planyc/,2011-09-22T00:00:00,
Prob,Flickr,http://www.flickr.com/photos/nycprobation/,2011-09-22T00:00:00,
SnowUpdate,Flickr,http://www.flickr.com/groups/1604085@N23/,2011-09-22T00:00:00,
HRA,Flickr,http://www.flickr.com/people/nychra/,2011-09-22T00:00:00,
DSNY,Flickr,http://www.flickr.com/photos/86722064@N03/,2011-09-22T00:00:00,
GreeNYC,Foursquare,http://foursquare.com/birdie_nyc,2011-09-22T00:00:00,59
DOH,Foursquare,https://foursquare.com/nychealthy,2011-09-22T00:00:00,
DOT,Foursquare,http://foursquare.com/user/7474166,2011-09-22T00:00:00,
DPR,Foursquare,https://foursquare.com/nycparks,2011-09-22T00:00:00,
EDC,Foursquare,https://foursquare.com/user/3045331,2011-09-22T00:00:00,
FDNY,Foursquare,https://foursquare.com/fdny,2011-09-22T00:00:00,
Materials for the Arts,Foursquare,https://foursquare.com/mftanyc,2011-09-22T00:00:00,
NYC Gov,Foursquare,http://foursquare.com/nycgov,2011-09-22T00:00:00,
NYC Gov,Foursquare (Badge Unlock),https://foursquare.com/nycgov,2011-09-22T00:00:00,
NYCHA,Foursquare,https://foursquare.com/nycha,2011-09-22T00:00:00,
Mayor's Office,Instagram,http://web.stagram.com/n/nycmayorsoffice,2011-09-22T00:00:00,
DOT,Instagram,http://web.stagram.com/n/nyc_dot,2011-09-22T00:00:00,
DOH,iPhone,http://itunes.apple.com/us/app/abceats/id502867547?mt=8,2011-09-22T00:00:00,
311,iPhone App,http://itunes.apple.com/us/app/nyc-311/id324897619?mt=8,2011-09-22T00:00:00,
DOH,iPhone app,http://itunes.apple.com/app/nyc-condom-finder-by-nyc-health/id418902795,2011-09-22T00:00:00,
DSNY,iPhone App,http://itunes.apple.com/us/app/nycrecycles/id445457149?ls=1&mt=8,2011-09-22T00:00:00,171
DSNY,iPhone App,http://itunes.apple.com/us/app/stuff-ex/id445438603?ls=1&mt=8,2011-09-22T00:00:00,142
DOT,iPhone app,You The Man,2011-09-22T00:00:00,2635
Mayor's Office,iPhone App,http://itunes.apple.com/us/app/nyc-city-hall/id375398827?mt=8,2011-09-22T00:00:00,3186
MOME,iPhone App,http://itunes.apple.com/us/app/nyc-media-app/id433177943?mt=8,2011-09-22T00:00:00,944
MOME,iPhone App,http://itunes.apple.com/us/app/miny-discount-vendors/id372448233?mt=8,2011-09-22T00:00:00,350
DOE,Linked-In,http://www.linkedin.com/groups?gid=1545057&home=,2011-09-22T00:00:00,208
DOE,Linked-In,http://www.linkedin.com/company/nyc-teaching-fellows,2011-09-22T00:00:00,1100
DOE,Linked-In,http://www.linkedin.com/company/nyc-department-of-education,2011-09-22T00:00:00,13151
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,2011-09-22T00:00:00,
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,2011-09-22T00:00:00,
Dept of Consumer Affairs,Linked-In,http://www.linkedin.com/company/831694?trk=tyah,2011-09-22T00:00:00,
DOF,Linked-In,http://www.linkedin.com/company/298308?trk=tyah,2011-09-22T00:00:00,
DOHMH,Linked-In,http://www.linkedin.com/company/245926?trk=tyah,2011-09-22T00:00:00,
SBS,Linked-In,http://www.linkedin.com/company/workforce1,2011-09-22T00:00:00,
SBS,Linked-In,http://www.linkedin.com/company/small-business-services,2011-09-22T00:00:00,
DOE,Newsletter,,2011-09-22T00:00:00,187180
DOT,Newsletter,,2011-09-22T00:00:00,72614
NYC Digital: external newsletter,Newsletter,,2011-09-22T00:00:00,
NYC Gov,Newsletter,0,2011-09-22T00:00:00,543533
NYCHA,Newsletter,,2011-09-22T00:00:00,
OEM,Newsletter,,2011-09-22T00:00:00,
,nyc.gov,2800000,2011-09-22T00:00:00,
nycgov,Pinterest,http://pinterest.com/nycgov,2011-09-22T00:00:00,
DOH,Pinterest,http://pinterest.com/nychealth,2011-09-22T00:00:00,
FDNY,Pinterest,http://pinterest.com/fdnyhome/,2011-09-22T00:00:00,
DRIS,Pinterest,http://pinterest.com/recordsnyc,2011-09-22T00:00:00,
DOE,SMS,877877,2011-09-22T00:00:00,382
NYCHA,SMS,,2011-09-22T00:00:00,
OEM,SMS,,2011-09-22T00:00:00,61652
NYC Digital,Tumblr,http://nycdigital.tumblr.com,2011-09-22T00:00:00,943
Change By Us,Tumblr,http://nycchangebyus.tumblr.com/,2011-09-22T00:00:00,
DOB,Tumblr,http://nycbuildings.tumblr.com,2011-09-22T00:00:00,
DOH,Tumblr,http://nychealth.tumblr.com/,2011-09-22T00:00:00,
DOH,Tumblr,http://mygooddognyc.tumblr.com/,2011-09-22T00:00:00,
DOT,Tumblr,http://thedailypothole.tumblr.com ,2011-09-22T00:00:00,293
EDC,Tumblr,http://nycedc.tumblr.com/,2011-09-22T00:00:00,819
HRA,Tumblr,http://nycdads.tumblr.com,2011-09-22T00:00:00,
NYC & Co,Tumblr,nycgo.tumblr.com,2011-09-22T00:00:00,
NYC Digital,Tumblr,madeinny.tumblr.com,2011-09-22T00:00:00,
NYC Digital,Tumblr,http://nycopendata.tumblr.com,2011-09-22T00:00:00,
NYC Gov,Tumblr,nycgov.tumblr.com,2011-09-22T00:00:00,
OEM,Tumblr,http://nyccert.tumblr.com/,2011-09-22T00:00:00,
OEM,Tumblr,http://nyccitizencorpscouncil.tumblr.com/,2011-09-22T00:00:00,
OMB,Tumblr,http://nycarra.tumblr.com,2011-09-22T00:00:00,
TLC,Tumblr,http://nyctlc.tumblr.com/,2011-09-22T00:00:00,
OEM,Tumblr,http://oempublicprivate.tumblr.com/,2011-09-22T00:00:00,
DOITT,Tumblr,http://nycdoitt.tumblr.com/,2011-09-22T00:00:00,
Young Mens Initiative,Tumblr,http://nycyoungmen.tumblr.com ,2011-09-22T00:00:00,
FDNY,Tumblr,http://fdny.tumblr.com/,2011-09-22T00:00:00,
SBS,Tumblr,http://nycheighborhoods.tumblr.com,2011-09-22T00:00:00,
NYCDCAS,Twitter,http://twitter.com/NYCDCAS,2011-09-22T00:00:00,1
SBS,Twitter,https://twitter.com/NYCWorkforce1,2011-09-22T00:00:00,40
City Store,Twitter,http://twitter.com/citystorenyc,2011-09-22T00:00:00,53
LPC,Twitter,https://twitter.com/NYCLPC,2011-09-22T00:00:00,66
DOE,Twitter,http://twitter.com/alumny,2011-09-22T00:00:00,102
OEM,Twitter,http://twitter.com/NYCOEM,2011-09-22T00:00:00,130
NYC & Co,Twitter,http://twitter.com/nycgoshop,2011-09-22T00:00:00,159
LMEC,Twitter,http://twitter.com/nyclmew,2011-09-22T00:00:00,160
DPR,Twitter,http://www.twitter.com/Pearl_Squirrel,2011-09-22T00:00:00,163
HRA,Twitter,http://twitter.com/nychra,2011-09-22T00:00:00,192
NYC Digital,Twitter,http://twitter.com/nycdigital,2011-09-22T00:00:00,197
energyNYC,Twitter,http://twitter.com/energy_nyc,2011-09-22T00:00:00,199
DFTA,Twitter,http://twitter.com/NYCaging,2011-09-22T00:00:00,222
DOE,Twitter,http://twitter.com/TheFundforPS,2011-09-22T00:00:00,239
MOPD,Twitter,http://twitter.com/nyc_mopd,2011-09-22T00:00:00,278
NYCCFB,Twitter,http://twitter.com/NYCCFB,2011-09-22T00:00:00,298
EDC,Twitter,http://twitter.com/AppSciNYC,2011-09-22T00:00:00,352
DOB: Cool Roofs,Twitter,http://twitter.com/nycCoolRoofs,2011-09-22T00:00:00,391
DOE,Twitter,http://twitter.com/nyctf,2011-09-22T00:00:00,442
DOT,Twitter,http://www.Twitter.com/YouTheManNYC,2011-09-22T00:00:00,462
City Charter,Twitter,http://twitter.com/CityCharterNYC,2011-09-22T00:00:00,541
DFTA,Twitter,http://www.twitter.com/timebanksnyc,2011-09-22T00:00:00,626
SBS,Twitter,http://www.twitter.com/NYCBusSolutions,2011-09-22T00:00:00,763
MOME,Twitter,http://www.twitter.com/madeinny,2011-09-22T00:00:00,936
GreeNYC,Twitter,http://www.twitter.com/Birdie_NYC,2011-09-22T00:00:00,963
DOI,Twitter,http://twitter.com/DOINews,2011-09-22T00:00:00,1135
DCA,Twitter,http://twitter.com/nycdca,2011-09-22T00:00:00,1150
DOE,Twitter,http://twitter.com/iteachnyc,2011-09-22T00:00:00,1223
CAU,Twitter,www.twitter.com/mayorscau,2011-09-22T00:00:00,1262
HHC,Twitter,http://twitter.com/HHCnyc,2011-09-22T00:00:00,1345
MOIA,Twitter,https://twitter.com/NYCimmigrants,2011-09-22T00:00:00,1374
SBS,Twitter,http://www.twitter.com/NYCBusinessExp,2011-09-22T00:00:00,1879
DEP,Twitter,http://twitter.com/nycwater,2011-09-22T00:00:00,1904
DOITT,Twitter,http://twitter.com/nycdoitt,2011-09-22T00:00:00,1979
PlaNYC,Twitter,http://twitter.com/PlaNYC,2011-09-22T00:00:00,1982
DYCD,Twitter,http://twitter.com/nycyouth,2011-09-22T00:00:00,2067
NYCService,Twitter,http://twitter.com/nycservice,2011-09-22T00:00:00,2111
TLC,Twitter,http://twitter.com/NYCTaxi,2011-09-22T00:00:00,2182
DOB,Twitter,http://twitter.com/nyc_buildings,2011-09-22T00:00:00,2318
NYCHA,Twitter,http://twitter.com/NYCHA,2011-09-22T00:00:00,2837
MOME,Twitter,http://www.twitter.com/nyc_media,2011-09-22T00:00:00,4756
EDC,Twitter,http://twitter.com/nycedc,2011-09-22T00:00:00,4941
DOH,Twitter,http://twitter.com/nycHealthy,2011-09-22T00:00:00,5168
NYC Digital,Twitter,http://twitter.com/nycgov,2011-09-22T00:00:00,6453
311,Twitter,http://www.twitter.com/NYCASP,2011-09-22T00:00:00,7787
DOT,Twitter,http://twitter.com/NYC_DOT,2011-09-22T00:00:00,10946
FDNY,Twitter,http://www.twitter.com/FDNY,2011-09-22T00:00:00,15394
DOE,Twitter,http://twitter.com/NYCSchools,2011-09-22T00:00:00,16813
DPR,Twitter,http://twitter.com/NYCParks,2011-09-22T00:00:00,17118
NYPD,Twitter,http://twitter.com/NYPDnews,2011-09-22T00:00:00,19383
311,Twitter,http://www.twitter.com/311NYC,2011-09-22T00:00:00,21077
OEM,Twitter,http://twitter.com/NotifyNYC,2011-09-22T00:00:00,33126
NYC & Co,Twitter,http://twitter.com/nycgo,2011-09-22T00:00:00,41420
Mayor's Office,Twitter,http://www.twitter.com/nycmayorsoffice,2011-09-22T00:00:00,53912
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,2011-09-22T00:00:00,
DHS,Twitter,www.twitter.com/nycdhs,2011-09-22T00:00:00,
DOF,Twitter,https://twitter.com/nycfinance,2011-09-22T00:00:00,
DOHMH,Twitter,https://twitter.com/DrFarleyDOHMH,2011-09-22T00:00:00,
DSNY,Twitter,www.twitter.com/nycrecycles,2011-09-22T00:00:00,
FDNY,Twitter,https://twitter.com/joinFDNY,2011-09-22T00:00:00,
Materials for the Arts,Twitter,https://twitter.com/mftanyc,2011-09-22T00:00:00,
MOAE,Twitter,http://twitter.com/youcantoonyc,2011-09-22T00:00:00,
NYC Digital,Twitter,https://twitter.com/nycgob,2011-09-22T00:00:00,
NYC Waterfront,Twitter,http://twitter.com/nycwaterfront,2011-09-22T00:00:00,
NYCCFB,Twitter,http://twitter.com/NYCVotes,2011-09-22T00:00:00,
NYCGLOBAL,Twitter,www.twitter.com/nycglobal,2011-09-22T00:00:00,
Prob,Twitter,www.twitter.com/nycprobation,2011-09-22T00:00:00,
Vets,Twitter,http://twitter.com/NYCVeterans,2011-09-22T00:00:00,
DRIS,Twitter,https://twitter.com/NYCRecords,2011-09-22T00:00:00,
YMI,Twitter,http://www.twitter.com/nycyoungmen,2011-09-22T00:00:00,
DOE,Vimeo,http://vimeo.com/nycschools,2011-09-22T00:00:00,
NYCSevereWeather,WordPress,http://nycsevereweather.wordpress.com/,2011-09-22T00:00:00,50
311,WordPress,http://311nyc.wordpress.com/,2011-09-22T00:00:00,100
DOITT,WordPress,http://nycitymap.wordpress.com/,2011-09-22T00:00:00,100
DOITT,WordPress,http://nycitt.wordpress.com/,2011-09-22T00:00:00,
HHS,WordPress,http://hsdatanyc.wordpress.com/,2011-09-22T00:00:00,
HHS,WordPress,http://hsdata-nyc.org,2011-09-22T00:00:00,
LMEC,WordPress,http://lmew.wordpress.com/,2011-09-22T00:00:00,
Materials for the Arts,WordPress,http://mfta.wordpress.com/,2011-09-22T00:00:00,
MOIA,WordPress,http://ihwnyc.wordpress.com,2011-09-22T00:00:00,
SBS,WordPress,http://nycworkforce1partners.wordpress.com/,2011-09-22T00:00:00,
SBS,WordPress,http://workforce1.org,2011-09-22T00:00:00,
SimpliCity,WordPress,http://nycsimplicity.wordpress.com/,2011-09-22T00:00:00,
DOE,YouTube,http://www.youtube.com/thefundforps,2011-09-22T00:00:00,1
DOH,YouTube,http://www.youtube.com/user/NYCcondoms,2011-09-22T00:00:00,1
LMEC,YouTube,http://www.youtube.com/user/NYCLMEW,2011-09-22T00:00:00,4
Probation,YouTube,http://www.youtube.com/NYCProbation,2011-09-22T00:00:00,7
DOITT,YouTube,http://www.youtube.com/doittnews,2011-09-22T00:00:00,9
GreeNYC,YouTube,http://www.youtube.com/BirdieNYCity,2011-09-22T00:00:00,11
HRA,YouTube,http://www.youtube.com/user/HRANYC,2011-09-22T00:00:00,14
NYCHA,YouTube,http://www.youtube.com/NYCHAHousing,2011-09-22T00:00:00,15
HHC,YouTube,http://www.youtube.com/HHCnyc,2011-09-22T00:00:00,16
DOE,YouTube,http://www.youtube.com/nycschools,2011-09-22T00:00:00,42
DYCD,YouTube,http://www.youtube.com/dycdnyc,2011-09-22T00:00:00,45
OEM,YouTube,http://www.youtube.com/nycoem,2011-09-22T00:00:00,49
DOB,YouTube,http://www.youtube.com/NYCBUILDINGS,2011-09-22T00:00:00,63
EDC,YouTube,http://www.youtube.com/NYCEDC,2011-09-22T00:00:00,80
MOME,YouTube,http://www.youtube.com/nycmedia25,2011-09-22T00:00:00,95
DPR,YouTube,http://www.youtube.com/user/NYCParksDepartment,2011-09-22T00:00:00,181
DOT,YouTube,http://www.youtube.com/NYCDOT,2011-09-22T00:00:00,303
Mayor's Office,YouTube,http://www.youtube.com/mayorbloomberg,2011-09-22T00:00:00,567
NYPD,YouTube,http://www.youtube.com/nypd,2011-09-22T00:00:00,2774
DOH,YouTube,http://www.youtube.com/NYCHealth,2011-09-22T00:00:00,
FDNY,YouTube,http://www.youtube.com/user/yourFDNY,2011-09-22T00:00:00,
Child Services,Youtube,http://www.youtube.com/user/childservices,2011-09-22T00:00:00,
DCA,YouTube,http://www.youtube.com/nycdca,2011-09-22T00:00:00,
DOC,YouTube,http://www.youtube.com/user/OFFICIALNYCDOC,2011-09-22T00:00:00,
DOH,Youtube,http://www.youtube.com/user/drinkingsugar,2011-09-22T00:00:00,
DSNY,YouTube,http://www.youtube.com/nycrecyclemore,2011-09-22T00:00:00,
Materials for the Arts,YouTube,http://www.youtube.com/user/MaterialsForTheArts,2011-09-22T00:00:00,
Mayor's Fund,Youtube,http://www.youtube.com/mayorsfundnyc,2011-09-22T00:00:00,
MOAE,YouTube,http://www.youtube.com/YouCanTooNYC,2011-09-22T00:00:00,
NYC Gov,YouTube,http://www.youtube.com/nycgov,2011-09-22T00:00:00,
NYC Water,Youtube,http://www.youtube.com/nycwater,2011-09-22T00:00:00,
Veteran's Affairs,Youtube,http://www.youtube.com/channel/UCi6IvOszIb3hHPMUsaNKyXA,2011-09-22T00:00:00,
DRIS,YouTube,http://www.youtube.com/nycdeptofrecords,2011-09-22T00:00:00,
